,open,close
309,2022-08-25 18:56:11,2022-08-25 19:56:11
312,2022-08-26 19:05:13,2022-08-26 20:05:13
313,2022-08-27 15:53:28,2022-08-27 16:53:28
314,2022-08-29 18:13:20,2022-08-29 19:13:20
315,2022-08-29 21:11:57,2022-08-29 22:11:57
316,2022-08-30 21:05:22,2022-08-30 22:05:22
317,2022-08-31 17:36:12,2022-08-31 18:36:12
318,2022-09-01 17:35:07,2022-09-01 18:35:07
319,2022-09-02 16:57:03,2022-09-02 17:57:03
320,2022-09-02 23:28:37,2022-09-03 00:28:37
321,2022-09-03 17:52:53,2022-09-03 18:52:53
323,2022-09-08 11:46:36,2022-09-08 12:46:36
324,2022-09-08 18:45:15,2022-09-08 19:45:15
325,2022-09-09 00:09:27,2022-09-09 01:09:27
326,2022-09-09 15:05:02,2022-09-09 16:05:02
327,2022-09-09 17:47:47,2022-09-09 18:47:47
328,2022-09-10 16:23:54,2022-09-10 17:23:54
329,2022-09-10 21:41:09,2022-09-10 22:41:09
330,2022-09-11 14:39:50,2022-09-11 15:39:50
331,2022-09-12 13:56:12,2022-09-12 14:56:12
335,2022-09-15 20:42:34,2022-09-15 21:42:34
336,2022-09-16 18:31:35,2022-09-16 19:31:35
337,2022-09-17 15:44:59,2022-09-17 16:44:59
338,2022-09-18 15:21:12,2022-09-18 16:21:12
339,2022-09-20 16:20:35,2022-09-20 17:20:35
340,2022-09-22 18:27:28,2022-09-22 19:27:28
341,2022-09-24 18:03:57,2022-09-24 19:03:57
342,2022-09-26 00:43:22,2022-09-26 01:43:22
343,2022-09-26 15:07:00,2022-09-26 16:07:00
344,2022-09-27 16:22:21,2022-09-27 17:22:21
347,2022-09-30 18:52:52,2022-09-30 19:52:52
349,2022-09-30 22:26:03,2022-09-30 23:26:03
350,2022-10-01 15:00:47,2022-10-01 16:00:47
352,2022-10-01 19:09:05,2022-10-01 20:09:05
353,2022-10-02 16:15:31,2022-10-02 17:15:31
354,2022-10-06 21:47:16,2022-10-06 22:47:16
355,2022-10-07 16:00:29,2022-10-07 17:00:29
356,2022-10-11 22:05:05,2022-10-11 23:05:05
359,2022-10-16 18:23:19,2022-10-16 19:23:19
361,2022-10-18 14:20:03,2022-10-18 15:20:03
362,2022-10-19 18:44:57,2022-10-19 19:44:57
365,2022-10-21 19:26:34,2022-10-21 20:26:34
366,2022-10-22 14:15:34,2022-10-22 15:15:34
367,2022-10-22 17:42:00,2022-10-22 18:42:00
368,2022-10-24 17:20:45,2022-10-24 18:20:45
369,2022-10-25 22:17:57,2022-10-25 23:17:57
370,2022-10-29 18:50:22,2022-10-29 19:50:22
371,2022-10-30 14:53:20,2022-10-30 15:53:20
374,2022-11-01 00:37:26,2022-11-01 01:37:26
375,2022-11-01 14:07:37,2022-11-01 15:07:37
376,2022-11-01 18:25:47,2022-11-01 19:25:47
377,2022-11-03 23:49:13,2022-11-04 00:49:13
380,2022-11-06 16:52:04,2022-11-06 17:52:04
381,2022-11-07 13:58:13,2022-11-07 14:58:13
382,2022-11-08 14:09:16,2022-11-08 15:09:16
384,2022-11-10 16:25:41,2022-11-10 17:25:41
385,2022-11-10 19:23:09,2022-11-10 20:23:09
387,2022-11-11 18:43:49,2022-11-11 19:43:49
388,2022-11-12 14:33:23,2022-11-12 15:33:23
389,2022-11-13 14:45:36,2022-11-13 15:45:36
390,2022-11-13 19:30:05,2022-11-13 20:30:05
391,2022-11-14 14:37:50,2022-11-14 15:37:50
392,2022-11-14 17:51:58,2022-11-14 18:51:58
394,2022-11-14 21:38:58,2022-11-14 22:38:58
395,2022-11-15 13:44:09,2022-11-15 14:44:09
396,2022-11-17 14:54:17,2022-11-17 15:54:17
397,2022-11-18 16:22:25,2022-11-18 17:22:25
398,2022-11-18 18:27:21,2022-11-18 19:27:21
400,2022-11-22 12:59:22,2022-11-22 13:59:22
401,2022-11-23 13:17:46,2022-11-23 14:17:46
402,2022-11-23 16:48:48,2022-11-23 17:48:48
403,2022-11-23 18:53:24,2022-11-23 19:53:24
404,2022-11-24 13:43:41,2022-11-24 14:43:41
405,2022-11-25 14:17:17,2022-11-25 15:17:17
406,2022-11-28 20:45:00,2022-11-28 21:45:00
407,2022-11-29 17:44:52,2022-11-29 18:44:52
408,2022-11-30 13:11:34,2022-11-30 14:11:34
409,2022-12-01 14:30:20,2022-12-01 15:30:20
410,2022-12-06 13:01:47,2022-12-06 14:01:47
411,2022-12-07 13:57:09,2022-12-07 14:57:09
412,2022-12-08 14:14:57,2022-12-08 15:14:57
413,2022-12-09 13:33:04,2022-12-09 14:33:04
414,2022-12-10 13:33:12,2022-12-10 14:33:12
415,2022-12-11 17:45:41,2022-12-11 18:45:41
416,2022-12-12 14:17:56,2022-12-12 15:17:56
417,2022-12-12 20:09:03,2022-12-12 21:09:03
419,2022-12-13 21:21:44,2022-12-13 22:21:44
420,2022-12-14 19:34:10,2022-12-14 20:34:10
421,2022-12-15 13:49:41,2022-12-15 14:49:41
422,2022-12-16 14:11:08,2022-12-16 15:11:08
423,2022-12-16 16:33:45,2022-12-16 17:33:45
424,2022-12-16 21:43:25,2022-12-16 22:43:25
425,2022-12-17 14:21:52,2022-12-17 15:21:52
426,2022-12-18 14:36:02,2022-12-18 15:36:02
428,2022-12-20 14:02:35,2022-12-20 15:02:35
430,2022-12-21 17:56:19,2022-12-21 18:56:19
431,2022-12-22 13:03:10,2022-12-22 14:03:10
432,2022-12-23 13:38:24,2022-12-23 14:38:24
433,2022-12-24 13:50:57,2022-12-24 14:50:57
434,2022-12-25 13:38:36,2022-12-25 14:38:36
435,2022-12-26 16:32:38,2022-12-26 17:32:38
436,2022-12-27 12:18:21,2022-12-27 13:18:21
437,2022-12-29 14:10:19,2022-12-29 15:10:19
438,2022-12-29 21:35:26,2022-12-29 22:35:26
439,2022-12-30 13:38:39,2022-12-30 14:38:39
440,2022-12-31 14:31:57,2022-12-31 15:31:57
441,2023-01-01 17:35:15,2023-01-01 18:35:15
443,2023-01-02 13:19:39,2023-01-02 14:19:39
444,2023-01-02 21:40:32,2023-01-02 22:40:32
445,2023-01-03 13:13:28,2023-01-03 14:13:28
446,2023-01-04 14:12:17,2023-01-04 15:12:17
447,2023-01-05 13:26:52,2023-01-05 14:26:52
448,2023-01-06 21:21:34,2023-01-06 22:21:34
449,2023-01-08 16:05:46,2023-01-08 17:05:46
450,2023-01-08 22:28:46,2023-01-08 23:28:46
451,2023-01-09 13:24:27,2023-01-09 14:24:27
452,2023-01-10 13:49:06,2023-01-10 14:49:06
453,2023-01-11 13:22:34,2023-01-11 14:22:34
454,2023-01-12 13:08:04,2023-01-12 14:08:04
455,2023-01-13 13:09:52,2023-01-13 14:09:52
456,2023-01-14 13:48:36,2023-01-14 14:48:36
457,2023-01-15 14:09:09,2023-01-15 15:09:09
458,2023-01-16 13:44:40,2023-01-16 14:44:40
459,2023-01-17 14:05:15,2023-01-17 15:05:15
460,2023-01-18 13:54:32,2023-01-18 14:54:32
461,2023-01-19 14:11:06,2023-01-19 15:11:06
465,2023-01-20 16:42:30,2023-01-20 17:42:30
466,2023-01-21 14:08:33,2023-01-21 15:08:33
467,2023-01-22 13:58:55,2023-01-22 14:58:55
468,2023-01-23 14:10:20,2023-01-23 15:10:20
469,2023-01-24 13:11:00,2023-01-24 14:11:00
470,2023-01-25 14:12:25,2023-01-25 15:12:25
471,2023-01-26 13:52:28,2023-01-26 14:52:28
472,2023-01-27 14:41:31,2023-01-27 15:41:31
473,2023-01-29 22:29:54,2023-01-29 23:29:54
475,2023-01-31 00:09:27,2023-01-31 01:09:27
476,2023-01-31 14:03:20,2023-01-31 15:03:20
478,2023-02-01 18:17:01,2023-02-01 19:17:01
479,2023-02-03 13:17:50,2023-02-03 14:17:50
480,2023-02-03 18:57:35,2023-02-03 19:57:35
481,2023-02-04 19:19:36,2023-02-04 20:19:36
482,2023-02-05 14:43:49,2023-02-05 15:43:49
486,2023-02-09 13:24:14,2023-02-09 14:24:14
487,2023-02-09 18:43:16,2023-02-09 19:43:16
488,2023-02-10 22:38:26,2023-02-10 23:38:26
489,2023-02-11 15:21:03,2023-02-11 16:21:03
491,2023-02-11 18:20:58,2023-02-11 19:20:58
494,2023-02-12 16:05:31,2023-02-12 17:05:31
496,2023-02-17 20:26:22,2023-02-17 21:26:22
499,2023-02-24 14:55:46,2023-02-24 15:55:46
500,2023-02-25 14:45:55,2023-02-25 15:45:55
501,2023-02-26 22:04:15,2023-02-26 23:04:15
502,2023-02-27 14:56:21,2023-02-27 15:56:21
503,2023-02-27 22:31:37,2023-02-27 23:31:37
504,2023-02-28 17:51:20,2023-02-28 18:51:20
506,2023-03-02 16:47:20,2023-03-02 17:47:20
507,2023-03-02 21:12:28,2023-03-02 22:12:28
509,2023-03-07 18:54:13,2023-03-07 19:54:13
510,2023-03-08 14:36:55,2023-03-08 15:36:55
511,2023-03-09 14:47:15,2023-03-09 15:47:15
512,2023-03-09 17:44:58,2023-03-09 18:44:58
513,2023-03-10 21:09:46,2023-03-10 22:09:46
514,2023-03-11 00:39:38,2023-03-11 01:39:38
516,2023-03-12 17:21:27,2023-03-12 18:21:27
517,2023-03-14 16:51:04,2023-03-14 17:51:04
518,2023-03-14 23:22:16,2023-03-15 00:22:16
519,2023-03-15 16:25:36,2023-03-15 17:25:36
520,2023-03-16 16:19:28,2023-03-16 17:19:28
521,2023-03-22 18:08:02,2023-03-22 19:08:02
522,2023-03-25 21:52:05,2023-03-25 22:52:05
523,2023-03-26 19:48:31,2023-03-26 20:48:31
524,2023-03-28 14:56:03,2023-03-28 15:56:03
525,2023-03-28 18:40:46,2023-03-28 19:40:46
526,2023-03-28 22:24:16,2023-03-28 23:24:16
527,2023-03-31 22:27:17,2023-03-31 23:27:17
530,2023-04-01 21:22:14,2023-04-01 22:22:14
531,2023-04-02 15:41:30,2023-04-02 16:41:30
532,2023-04-02 20:28:45,2023-04-02 21:28:45
533,2023-04-03 17:03:22,2023-04-03 18:03:22
534,2023-04-03 19:21:54,2023-04-03 20:21:54
535,2023-04-04 15:52:51,2023-04-04 16:52:51
536,2023-04-09 21:52:47,2023-04-09 22:52:47
537,2023-04-10 21:58:58,2023-04-10 22:58:58
539,2023-04-11 19:17:04,2023-04-11 20:17:04
542,2023-04-13 19:10:04,2023-04-13 20:10:04
543,2023-04-14 15:59:47,2023-04-14 16:59:47
544,2023-04-15 17:22:14,2023-04-15 18:22:14
545,2023-04-16 15:53:45,2023-04-16 16:53:45
546,2023-04-17 17:44:34,2023-04-17 18:44:34
547,2023-04-18 18:09:05,2023-04-18 19:09:05
548,2023-04-18 20:29:22,2023-04-18 21:29:22
549,2023-04-19 17:13:42,2023-04-19 18:13:42
550,2023-04-22 00:02:56,2023-04-22 01:02:56
551,2023-04-22 16:45:08,2023-04-22 17:45:08
552,2023-04-23 16:46:02,2023-04-23 17:46:02
553,2023-04-23 19:28:43,2023-04-23 20:28:43
555,2023-04-24 21:07:14,2023-04-24 22:07:14
556,2023-04-24 22:25:33,2023-04-24 23:25:33
557,2023-04-25 22:49:01,2023-04-25 23:49:01
561,2023-04-26 20:17:13,2023-04-26 21:17:13
562,2023-04-27 16:55:45,2023-04-27 17:55:45
563,2023-04-27 22:30:28,2023-04-27 23:30:28
566,2023-05-04 17:26:52,2023-05-04 18:26:52
567,2023-05-05 21:36:10,2023-05-05 22:36:10
568,2023-05-06 17:53:38,2023-05-06 18:53:38
571,2023-05-15 20:53:45,2023-05-15 21:53:45
575,2023-05-22 22:37:44,2023-05-22 23:37:44
577,2023-05-24 19:12:41,2023-05-24 20:12:41
578,2023-05-26 22:43:05,2023-05-26 23:43:05
582,2023-05-27 19:51:05,2023-05-27 20:51:05
583,2023-05-30 21:50:11,2023-05-30 22:50:11
584,2023-06-01 00:01:03,2023-06-01 01:01:03
585,2023-06-02 00:19:39,2023-06-02 01:19:39
587,2023-06-11 22:48:31,2023-06-11 23:48:31
588,2023-06-14 17:53:04,2023-06-14 18:53:04
589,2023-06-14 19:21:07,2023-06-14 20:21:07
590,2023-06-18 22:06:04,2023-06-18 23:06:04
591,2023-06-21 19:15:23,2023-06-21 20:15:23
592,2023-06-22 23:01:58,2023-06-23 00:01:58
594,2023-06-23 22:36:23,2023-06-23 23:36:23
595,2023-06-24 17:14:33,2023-06-24 18:14:33
597,2023-06-25 17:52:39,2023-06-25 18:52:39
598,2023-06-26 19:19:15,2023-06-26 20:19:15
600,2023-07-02 22:58:51,2023-07-02 23:58:51
601,2023-07-03 20:17:23,2023-07-03 21:17:23
603,2023-07-04 20:47:09,2023-07-04 21:47:09
604,2023-07-05 16:37:58,2023-07-05 17:37:58
605,2023-07-06 20:34:01,2023-07-06 21:34:01
606,2023-07-11 17:13:29,2023-07-11 18:13:29
607,2023-07-12 21:33:44,2023-07-12 22:33:44
608,2023-07-13 18:00:21,2023-07-13 19:00:21
609,2023-07-14 17:25:42,2023-07-14 18:25:42
611,2023-07-16 21:28:31,2023-07-16 22:28:31
615,2023-07-18 21:13:13,2023-07-18 22:13:13
616,2023-07-22 22:18:58,2023-07-22 23:18:58
617,2023-07-25 22:56:20,2023-07-25 23:56:20
618,2023-07-26 20:11:34,2023-07-26 21:11:34
619,2023-07-27 15:47:26,2023-07-27 16:47:26
622,2023-07-31 23:09:33,2023-08-01 00:09:33
623,2023-08-01 20:40:16,2023-08-01 21:40:16
624,2023-08-02 18:53:55,2023-08-02 19:53:55
626,2023-08-04 18:57:33,2023-08-04 19:57:33
627,2023-08-05 20:30:17,2023-08-05 21:30:17
628,2023-08-05 23:36:38,2023-08-06 00:36:38
632,2023-08-06 20:53:11,2023-08-06 21:53:11
633,2023-08-07 16:04:26,2023-08-07 17:04:26
634,2023-08-07 21:07:17,2023-08-07 22:07:17
635,2023-08-08 18:15:32,2023-08-08 19:15:32
636,2023-08-08 21:04:14,2023-08-08 22:04:14
637,2023-08-10 20:23:37,2023-08-10 21:23:37
639,2023-08-15 18:17:46,2023-08-15 19:17:46
640,2023-08-15 23:04:56,2023-08-16 00:04:56
641,2023-08-16 20:07:39,2023-08-16 21:07:39
643,2023-08-17 17:47:20,2023-08-17 18:47:20
644,2023-08-18 17:28:23,2023-08-18 18:28:23
645,2023-08-19 17:19:20,2023-08-19 18:19:20
646,2023-08-20 17:17:19,2023-08-20 18:17:19
647,2023-08-21 17:43:04,2023-08-21 18:43:04
648,2023-08-21 21:39:05,2023-08-21 22:39:05
649,2023-08-22 18:14:38,2023-08-22 19:14:38
650,2023-08-25 18:12:50,2023-08-25 19:12:50
651,2023-08-26 17:56:34,2023-08-26 18:56:34
652,2023-08-26 23:53:34,2023-08-27 00:53:34
653,2023-08-27 16:18:05,2023-08-27 17:18:05
654,2023-08-28 16:40:46,2023-08-28 17:40:46
655,2023-08-29 22:54:07,2023-08-29 23:54:07
656,2023-08-30 16:20:23,2023-08-30 17:20:23
657,2023-08-30 21:10:40,2023-08-30 22:10:40
658,2023-08-31 16:26:38,2023-08-31 17:26:38
659,2023-09-01 17:44:41,2023-09-01 18:44:41
660,2023-09-02 18:04:51,2023-09-02 19:04:51
661,2023-09-04 21:05:45,2023-09-04 22:05:45
662,2023-09-05 22:08:22,2023-09-05 23:08:22
664,2023-09-10 16:33:06,2023-09-10 17:33:06
665,2023-09-11 18:41:27,2023-09-11 19:41:27
667,2023-09-14 16:48:47,2023-09-14 17:48:47
668,2023-09-14 18:27:58,2023-09-14 19:27:58
669,2023-09-15 18:49:22,2023-09-15 19:49:22
670,2023-09-17 20:09:46,2023-09-17 21:09:46
671,2023-09-19 19:02:35,2023-09-19 20:02:35
672,2023-09-20 15:26:51,2023-09-20 16:26:51
673,2023-09-21 15:15:55,2023-09-21 16:15:55
674,2023-09-22 15:10:56,2023-09-22 16:10:56
675,2023-09-23 15:41:13,2023-09-23 16:41:13
676,2023-09-24 16:48:02,2023-09-24 17:48:02
677,2023-09-24 19:13:42,2023-09-24 20:13:42
679,2023-09-24 23:55:27,2023-09-25 00:55:27
680,2023-09-27 22:50:44,2023-09-27 23:50:44
681,2023-09-28 20:26:44,2023-09-28 21:26:44
682,2023-09-29 17:09:10,2023-09-29 18:09:10
683,2023-09-30 16:07:24,2023-09-30 17:07:24
685,2023-10-05 18:49:12,2023-10-05 19:49:12
686,2023-10-06 15:45:16,2023-10-06 16:45:16
687,2023-10-07 17:14:50,2023-10-07 18:14:50
688,2023-10-08 14:42:08,2023-10-08 15:42:08
689,2023-10-08 18:33:47,2023-10-08 19:33:47
690,2023-10-12 14:15:41,2023-10-12 15:15:41
691,2023-10-13 14:58:30,2023-10-13 15:58:30
692,2023-10-14 15:20:45,2023-10-14 16:20:45
693,2023-10-15 15:03:15,2023-10-15 16:03:15
695,2023-10-19 15:13:30,2023-10-19 16:13:30
696,2023-10-19 18:35:17,2023-10-19 19:35:17
697,2023-10-20 15:23:32,2023-10-20 16:23:32
698,2023-10-22 00:30:20,2023-10-22 01:30:20
699,2023-10-22 14:06:48,2023-10-22 15:06:48
701,2023-10-23 15:46:14,2023-10-23 16:46:14
708,2023-10-25 17:31:11,2023-10-25 18:31:11
709,2023-10-27 14:20:10,2023-10-27 15:20:10
710,2023-10-28 15:57:27,2023-10-28 16:57:27
711,2023-10-30 17:46:31,2023-10-30 18:46:31
712,2023-10-31 14:38:27,2023-10-31 15:38:27
713,2023-11-01 15:02:51,2023-11-01 16:02:51
714,2023-11-01 20:23:09,2023-11-01 21:23:09
716,2023-11-04 14:50:22,2023-11-04 15:50:22
717,2023-11-04 21:03:07,2023-11-04 22:03:07
718,2023-11-05 13:58:02,2023-11-05 14:58:02
719,2023-11-06 16:01:39,2023-11-06 17:01:39
721,2023-11-07 20:51:38,2023-11-07 21:51:38
722,2023-11-08 14:24:27,2023-11-08 15:24:27
723,2023-11-10 01:16:54,2023-11-10 02:16:54
725,2023-11-10 15:45:00,2023-11-10 16:45:00
726,2023-11-11 15:05:28,2023-11-11 16:05:28
727,2023-11-12 14:58:32,2023-11-12 15:58:32
729,2023-11-13 22:52:39,2023-11-13 23:52:39
730,2023-11-14 23:45:56,2023-11-15 00:45:56
731,2023-11-17 16:04:15,2023-11-17 17:04:15
732,2023-11-17 22:04:04,2023-11-17 23:04:04
733,2023-11-24 18:35:29,2023-11-24 19:35:29
734,2023-11-26 13:40:39,2023-11-26 14:40:39
735,2023-11-26 20:16:52,2023-11-26 21:16:52
736,2023-11-28 12:45:15,2023-11-28 13:45:15
738,2023-11-30 18:54:10,2023-11-30 19:54:10
739,2023-11-30 23:48:14,2023-12-01 00:48:14
740,2023-12-01 02:16:34,2023-12-01 03:16:34
741,2023-12-01 14:07:25,2023-12-01 15:07:25
742,2023-12-02 13:14:07,2023-12-02 14:14:07
743,2023-12-03 17:44:45,2023-12-03 18:44:45
744,2023-12-04 13:12:40,2023-12-04 14:12:40
746,2023-12-07 17:26:18,2023-12-07 18:26:18
747,2023-12-08 13:52:04,2023-12-08 14:52:04
748,2023-12-09 20:09:10,2023-12-09 21:09:10
749,2023-12-10 20:37:11,2023-12-10 21:37:11
750,2023-12-11 01:10:16,2023-12-11 02:10:16
751,2023-12-11 13:32:19,2023-12-11 14:32:19
752,2023-12-12 14:12:28,2023-12-12 15:12:28
753,2023-12-14 13:25:13,2023-12-14 14:25:13
754,2023-12-14 21:13:44,2023-12-14 22:13:44
755,2023-12-15 17:12:28,2023-12-15 18:12:28
756,2023-12-17 17:10:52,2023-12-17 18:10:52
757,2023-12-17 21:50:36,2023-12-17 22:50:36
759,2023-12-19 13:28:39,2023-12-19 14:28:39
760,2023-12-20 13:55:42,2023-12-20 14:55:42
762,2023-12-22 21:17:17,2023-12-22 22:17:17
764,2023-12-23 17:01:07,2023-12-23 18:01:07
766,2023-12-26 17:08:59,2023-12-26 18:08:59
768,2023-12-27 17:39:06,2023-12-27 18:39:06
770,2023-12-28 18:09:33,2023-12-28 19:09:33
771,2023-12-28 23:55:32,2023-12-29 00:55:32
772,2023-12-29 13:31:18,2023-12-29 14:31:18
773,2023-12-30 14:44:58,2023-12-30 15:44:58
774,2023-12-30 21:08:57,2023-12-30 22:08:57
776,2023-12-30 23:49:44,2023-12-31 00:49:44
777,2023-12-31 02:35:06,2023-12-31 03:35:06
778,2023-12-31 14:40:17,2023-12-31 15:40:17
779,2024-01-01 02:14:25,2024-01-01 03:14:25
780,2024-01-01 13:44:45,2024-01-01 14:44:45
781,2024-01-02 16:01:08,2024-01-02 17:01:08
786,2024-01-03 21:51:53,2024-01-03 22:51:53
788,2024-01-04 15:51:35,2024-01-04 16:51:35
789,2024-01-05 19:50:20,2024-01-05 20:50:20
790,2024-01-05 23:56:42,2024-01-06 00:56:42
791,2024-01-06 14:46:52,2024-01-06 15:46:52
792,2024-01-07 17:52:31,2024-01-07 18:52:31
794,2024-01-10 14:00:36,2024-01-10 15:00:36
795,2024-01-11 13:58:48,2024-01-11 14:58:48
796,2024-01-14 14:27:18,2024-01-14 15:27:18
797,2024-01-15 14:05:15,2024-01-15 15:05:15
798,2024-01-16 02:28:45,2024-01-16 03:28:45
799,2024-01-16 15:07:58,2024-01-16 16:07:58
800,2024-01-16 23:46:17,2024-01-17 00:46:17
802,2024-01-17 16:54:16,2024-01-17 17:54:16
804,2024-01-18 16:36:23,2024-01-18 17:36:23
806,2024-01-19 22:42:22,2024-01-19 23:42:22
808,2024-01-20 14:17:02,2024-01-20 15:17:02
809,2024-01-21 02:10:17,2024-01-21 03:10:17
810,2024-01-24 14:55:09,2024-01-24 15:55:09
811,2024-01-26 00:55:02,2024-01-26 01:55:02
813,2024-01-28 23:14:42,2024-01-29 00:14:42
815,2024-01-29 23:39:06,2024-01-30 00:39:06
816,2024-01-30 13:50:48,2024-01-30 14:50:48
817,2024-02-01 20:25:29,2024-02-01 21:25:29
818,2024-02-02 15:47:16,2024-02-02 16:47:16
820,2024-02-04 14:48:24,2024-02-04 15:48:24
821,2024-02-04 22:53:47,2024-02-04 23:53:47
822,2024-02-07 15:20:58,2024-02-07 16:20:58
823,2024-02-09 14:43:00,2024-02-09 15:43:00
824,2024-02-10 14:25:50,2024-02-10 15:25:50
825,2024-02-13 15:40:07,2024-02-13 16:40:07
826,2024-02-14 15:22:03,2024-02-14 16:22:03
827,2024-02-21 00:58:42,2024-02-21 01:58:42
829,2024-02-23 18:19:41,2024-02-23 19:19:41
830,2024-02-24 14:26:58,2024-02-24 15:26:58
831,2024-02-25 14:40:10,2024-02-25 15:40:10
832,2024-02-26 14:58:10,2024-02-26 15:58:10
833,2024-02-26 19:59:52,2024-02-26 20:59:52
834,2024-02-27 14:55:10,2024-02-27 15:55:10
835,2024-02-28 15:02:04,2024-02-28 16:02:04
837,2024-02-29 15:11:44,2024-02-29 16:11:44
839,2024-03-01 19:04:16,2024-03-01 20:04:16
840,2024-03-03 18:06:38,2024-03-03 19:06:38
841,2024-03-04 18:16:49,2024-03-04 19:16:49
842,2024-03-04 20:02:29,2024-03-04 21:02:29
843,2024-03-05 16:03:08,2024-03-05 17:03:08
844,2024-03-05 21:52:58,2024-03-05 22:52:58
845,2024-03-06 19:22:54,2024-03-06 20:22:54
846,2024-03-10 19:35:22,2024-03-10 20:35:22
849,2024-03-11 21:18:47,2024-03-11 22:18:47
851,2024-03-12 17:23:40,2024-03-12 18:23:40
852,2024-03-14 21:38:34,2024-03-14 22:38:34
856,2024-03-25 19:07:38,2024-03-25 20:07:38
857,2024-03-26 16:45:08,2024-03-26 17:45:08
858,2024-03-27 01:09:36,2024-03-27 02:09:36
859,2024-03-28 00:30:56,2024-03-28 01:30:56
860,2024-03-30 17:41:18,2024-03-30 18:41:18
861,2024-03-31 16:05:34,2024-03-31 17:05:34
862,2024-04-01 16:25:17,2024-04-01 17:25:17
863,2024-04-02 16:50:57,2024-04-02 17:50:57
865,2024-04-03 16:41:34,2024-04-03 17:41:34
867,2024-04-04 16:53:10,2024-04-04 17:53:10
868,2024-04-08 23:35:25,2024-04-09 00:35:25
871,2024-04-09 17:47:33,2024-04-09 18:47:33
872,2024-04-11 23:50:29,2024-04-12 00:50:29
873,2024-04-12 15:57:43,2024-04-12 16:57:43
874,2024-04-12 18:09:46,2024-04-12 19:09:46
875,2024-04-15 15:57:14,2024-04-15 16:57:14
876,2024-04-16 16:01:47,2024-04-16 17:01:47
877,2024-04-17 15:11:14,2024-04-17 16:11:14
878,2024-04-18 00:01:15,2024-04-18 01:01:15
879,2024-04-18 15:46:01,2024-04-18 16:46:01
882,2024-04-20 15:57:27,2024-04-20 16:57:27
883,2024-04-20 19:10:46,2024-04-20 20:10:46
884,2024-04-20 22:19:03,2024-04-20 23:19:03
